id,brand,model,variant,cleaned,reason
66111,TOYOTA,FJ CRUISER,,TOYOTA FJ CRUISER ,low score
114710,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
95686,RENAULT,FLUENCE,,RENAULT FLUENCE ,low score
21928,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
66181,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
81316,VOLKSWAGEN,GOLF,,VOLKSWAGEN GOLF ,low score
77556,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
81018,SUZUKI,JIMNY,,SUZUKI JIMNY ,low score
61701,TOYOTA,C-HR,,TOYOTA CHR ,low score
61658,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
77157,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
77022,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
81031,SUZUKI,SWIFT,GX,SUZUKI SWIFT GX,low score
88861,PROTON,X50,EXECUTIVE,PROTON X50 EXECUTIVE,low score
77176,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
61966,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
66242,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
66312,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
77794,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
66304,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
89856,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
76939,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
77302,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
22019,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
56525,TOYOTA,AVANZA,S,TOYOTA AVANZA S,low score
77910,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
77980,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78036,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
63119,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
30222,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
78120,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78141,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78118,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78233,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
63737,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
89012,PROTON,X50,STANDARD,PROTON X50 STANDARD,low score
78470,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
78480,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
78473,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
63869,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
78564,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
78528,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78494,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
105536,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
78529,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
63911,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
114756,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
78704,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
111663,TOYOTA,C-HR,,TOYOTA CHR ,low score
66970,AUDI,A6,TFSI,AUDI A6 TFSI,low score
63919,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
22771,HONDA,JADE,RS,HONDA JADE RS,low score
78754,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
78742,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
85227,VOLVO,V40,T4,VOLVO V40 T4,low score
63993,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
84521,VOLVO,V90,T5,VOLVO V90 T5,low score
49688,PORSCHE,PANAMERA,,PORSCHE PANAMERA ,low score
78735,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
96028,VOLVO,XC90,T8,VOLVO XC90 T8,low score
105634,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
79028,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
67096,AUDI,A5,SPORTBACK,AUDI A5 SPORTBACK,low score
78793,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
4543,BMW,X,X4,BMW X X4,low score
113327,AUDI,TT,TFSI,AUDI TT TFSI,low score
105645,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
28472,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
64056,TOYOTA,INNOVA,E,TOYOTA INNOVA E,low score
79043,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78822,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
78812,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
79176,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
78054,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
105508,PERODUA,ALZA,EZ,PERODUA ALZA EZ,low score
114772,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114789,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114816,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114817,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
78959,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114107,KIA,SPORTAGE,,KIA SPORTAGE ,low score
114866,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
114867,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
114885,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114895,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
67034,AUDI,TT,TFSI,AUDI TT TFSI,low score
116528,PROTON,PERSONA,SE,PROTON PERSONA SE,low score
96075,VOLVO,V40,T5,VOLVO V40 T5,low score
64178,TOYOTA,WISH,X,TOYOTA WISH X,low score
114947,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114949,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
114952,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
79025,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114963,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
59482,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
64236,TOYOTA,HARRIER,,TOYOTA HARRIER ,low score
105844,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
96087,VOLVO,S80,T5,VOLVO S80 T5,low score
4758,BMW,X,X1,BMW X X1,low score
64291,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
64295,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
15030,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
109646,PORSCHE,MACAN,,PORSCHE MACAN ,low score
64321,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
106408,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
57079,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
78638,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
57069,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
49760,PORSCHE,CAYENNE,S,PORSCHE CAYENNE S,low score
99334,PERODUA,ALZA,EZI,PERODUA ALZA EZI,low score
59716,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
113315,AUDI,A4,AVANT,AUDI A4 AVANT,low score
57195,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
79511,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
57199,TOYOTA,AVANZA,,TOYOTA AVANZA ,low score
59062,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
114821,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
77469,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
67093,AUDI,RS5,,AUDI RS5 ,low score
114900,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
65886,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
65783,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
5076,BMW,X,X4,BMW X X4,low score
53128,TOYOTA,FORTUNER,V,TOYOTA FORTUNER V,low score
98617,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
49832,PORSCHE,BOXSTER,,PORSCHE BOXSTER ,low score
77788,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
67596,AUDI,TT,TFSI,AUDI TT TFSI,low score
80707,SUBARU,XV,P,SUBARU XV P,low score
85383,VOLVO,XC90,T8,VOLVO XC90 T8,low score
110364,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
77537,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
15264,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
49736,PORSCHE,PANAMERA,,PORSCHE PANAMERA ,low score
49721,PORSCHE,CAYENNE,,PORSCHE CAYENNE ,low score
66403,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
105911,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
5101,BMW,I,I7,BMW I I7,low score
63216,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
63692,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
29085,PROTON,WIRA,GL,PROTON WIRA GL,low score
80917,SUZUKI,SWIFT,GXS,SUZUKI SWIFT GXS,low score
113466,AUDI,A4,TFSI,AUDI A4 TFSI,low score
73557,ISUZU,NHR,,ISUZU NHR ,low score
66492,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
66500,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
66523,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
51094,PORSCHE,MACAN,,PORSCHE MACAN ,low score
102921,PERODUA,MYVI,H,PERODUA MYVI H,low score
67662,AUDI,R8,SPIDER,AUDI R8 SPIDER,low score
66549,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
74098,KIA,SPORTAGE,,KIA SPORTAGE ,low score
107742,PERODUA,MYVI,H,PERODUA MYVI H,low score
66586,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
57442,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
67742,AUDI,A3,TFSI,AUDI A3 TFSI,low score
8919,BMW,M,M340I,BMW M M340I,low score
102213,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
47045,PERODUA,MYVI,H,PERODUA MYVI H,low score
59209,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
66291,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
113316,AUDI,A6,TFSI,AUDI A6 TFSI,low score
66657,TOYOTA,CAMRY,G X,TOYOTA CAMRY G X,low score
9871,BMW,X,X1,BMW X X1,low score
96032,VOLVO,V40,T5,VOLVO V40 T5,low score
67133,AUDI,R8,V10,AUDI R8 V10,low score
27485,LEXUS,IS250,,LEXUS IS250 ,low score
66696,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
74201,KIA,SORENTO,HS,KIA SORENTO HS,low score
67480,AUDI,A4,TFSI,AUDI A4 TFSI,low score
67886,AUDI,TT,TFSI,AUDI TT TFSI,low score
67495,AUDI,TT,TFSI,AUDI TT TFSI,low score
6604,BMW,X,X1,BMW X X1,low score
66769,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
78737,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
47622,PERODUA,AXIA,G,PERODUA AXIA G,low score
30798,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
84863,VOLVO,XC60,T8,VOLVO XC60 T8,low score
76914,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
10520,BMW,X,X1,BMW X X1,low score
66824,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
77906,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
66830,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
66835,TOYOTA,CAMRY,E,TOYOTA CAMRY E,low score
74663,KIA,SORENTO,HS,KIA SORENTO HS,low score
113394,AUDI,A4,TFSI,AUDI A4 TFSI,low score
66842,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
113401,AUDI,A4,TFSI,AUDI A4 TFSI,low score
113406,AUDI,A4,TFSI,AUDI A4 TFSI,low score
23607,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
48296,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
67043,AUDI,TT,TFSI,AUDI TT TFSI,low score
48411,PERODUA,MYVI,H,PERODUA MYVI H,low score
3603,BMW,X,X4,BMW X X4,low score
11610,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
67518,AUDI,A4,TFSI,AUDI A4 TFSI,low score
78055,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
49154,PERODUA,AXIA,G,PERODUA AXIA G,low score
79459,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
67525,AUDI,A6,TFSI,AUDI A6 TFSI,low score
85949,BMW,X,X1,BMW X X1,low score
67600,AUDI,A6,TFSI,AUDI A6 TFSI,low score
50278,PORSCHE,CAYENNE,,PORSCHE CAYENNE ,low score
77234,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
6821,BMW,M,M340I,BMW M M340I,low score
67940,AUDI,A3,TFSI,AUDI A3 TFSI,low score
77617,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
50568,PORSCHE,MACAN,,PORSCHE MACAN ,low score
74632,KIA,FORTE KOUP,,KIA FORTE KOUP ,low score
50745,PORSCHE,CAYENNE,,PORSCHE CAYENNE ,low score
50753,PORSCHE,CAYENNE,S,PORSCHE CAYENNE S,low score
77219,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
67975,AUDI,RS6,,AUDI RS6 ,low score
77002,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
5527,BMW,X,X4,BMW X X4,low score
106730,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
74922,KIA,OPTIMA K5,,KIA OPTIMA K5 ,low score
103334,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
50662,PORSCHE,MACAN,,PORSCHE MACAN ,low score
69024,DAIHATSU,V116-HA,,DAIHATSU V116HA ,low score
52558,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
69392,FERRARI,488 GTB,,FERRARI 488 GTB ,low score
67730,AUDI,A3,TFSI,AUDI A3 TFSI,low score
85595,VOLVO,XC60,T8,VOLVO XC60 T8,low score
6550,BMW,I,I7,BMW I I7,low score
67755,AUDI,A3,TFSI,AUDI A3 TFSI,low score
56264,TOYOTA,VELOZ,,TOYOTA VELOZ ,low score
50729,PORSCHE,MACAN,,PORSCHE MACAN ,low score
69987,FORD,MUSTANG,GT,FORD MUSTANG GT,low score
70069,FORD,MUSTANG,,FORD MUSTANG ,low score
100043,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
95687,RENAULT,CAPTUR,,RENAULT CAPTUR ,low score
28158,LEXUS,LC500,,LEXUS LC500 ,low score
54009,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
16784,HONDA,ODYSSEY,EXV,HONDA ODYSSEY EXV,low score
54335,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
73911,KIA,PICANTO,EX,KIA PICANTO EX,low score
114611,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
55067,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
89665,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
96988,BMW,X,X1,BMW X X1,low score
114861,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
58069,TOYOTA,86,GT,TOYOTA 86 GT,low score
106123,PERODUA,MYVI,SX,PERODUA MYVI SX,low score
114651,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
114909,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
76912,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
114140,KIA,SORENTO,,KIA SORENTO ,low score
67920,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
32608,PROTON,PERDANA,,PROTON PERDANA ,low score
67928,AUDI,A3,TFSI,AUDI A3 TFSI,low score
21737,HONDA,STREAM,RSZ,HONDA STREAM RSZ,low score
67929,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
96544,BMW,X,X4,BMW X X4,low score
77812,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
68004,AUDI,Q3,TFSI,AUDI Q3 TFSI,low score
56927,TOYOTA,C-HR,,TOYOTA CHR ,low score
77866,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
58137,TOYOTA,C-HR,,TOYOTA CHR ,low score
89796,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
68022,AUDI,RS E-TRON GT,,AUDI RS ETRON GT ,low score
67711,AUDI,TT,TFSI,AUDI TT TFSI,low score
77844,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
114711,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
116125,ROLLS-ROYCE,GHOST,,ROLLSROYCE GHOST ,low score
68057,AUDI,RS6,,AUDI RS6 ,low score
78131,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
68034,AUDI,TT,TFSI,AUDI TT TFSI,low score
60127,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
77143,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
6593,BMW,X,X1,BMW X X1,low score
89525,KIA,SORENTO,XM,KIA SORENTO XM,low score
58381,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
59497,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
75106,KIA,RIO,SX,KIA RIO SX,low score
74924,KIA,SORENTO,,KIA SORENTO ,low score
77172,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
74433,KIA,CERATO,K3,KIA CERATO K3,low score
11795,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
89697,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
108848,PERODUA,AXIA,G,PERODUA AXIA G,low score
77178,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
89664,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
60488,TOYOTA,VIOS,S,TOYOTA VIOS S,low score
77637,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
78882,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
61495,TOYOTA,86,,TOYOTA 86 ,low score
61509,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
79414,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
48915,PERODUA,MYVI,EZI,PERODUA MYVI EZI,low score
61598,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
76899,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
24094,HONDA,BR-V,,HONDA BRV ,low score
24100,HONDA,CR-V,,HONDA CRV ,low score
61698,TOYOTA,86,,TOYOTA 86 ,low score
20519,HONDA,STEP WGN,,HONDA STEP WGN ,low score
107908,PERODUA,ARUZ,AV,PERODUA ARUZ AV,low score
78016,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
77474,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
78253,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
89454,KIA,CARNIVAL,HIGH,KIA CARNIVAL HIGH,low score
78666,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78135,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
79399,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
74420,KIA,OPTIMA K5,,KIA OPTIMA K5 ,low score
78517,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
79193,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
24451,HONDA,BR-V,,HONDA BRV ,low score
78577,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
64046,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
88188,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
64120,TOYOTA,MRS,,TOYOTA MRS ,low score
79255,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
13863,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
79381,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
58490,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
58482,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
79543,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
79598,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
14363,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
110784,TOYOTA,INNOVA,X,TOYOTA INNOVA X,low score
77453,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
88189,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
79706,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
79722,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
66408,TOYOTA,VIOS,J,TOYOTA VIOS J,low score
75111,KIA,SORENTO,,KIA SORENTO ,low score
76917,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
48919,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
66718,TOYOTA,SIENTA,V,TOYOTA SIENTA V,low score
89464,KIA,CARNIVAL,HIGH,KIA CARNIVAL HIGH,low score
106264,PERODUA,ATIVA,AV,PERODUA ATIVA AV,low score
66829,TOYOTA,ALPHARD,V,TOYOTA ALPHARD V,low score
77676,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
77652,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
34806,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
67548,AUDI,Q3,TFSI,AUDI Q3 TFSI,low score
34820,PROTON,SATRIA,GTI,PROTON SATRIA GTI,low score
107176,PERODUA,MYVI,H,PERODUA MYVI H,low score
77731,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
67719,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
100141,PROTON,SAGA,SV,PROTON SAGA SV,low score
77764,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
74609,KIA,CERATO,,KIA CERATO ,low score
58673,TOYOTA,WISH,S,TOYOTA WISH S,low score
68938,CHEVROLET,CAPTIVA,LTZ,CHEVROLET CAPTIVA LTZ,low score
77751,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
74620,KIA,CERATO,KX,KIA CERATO KX,low score
89208,CITROEN,DS3,VTI,CITROEN DS3 VTI,low score
47695,PERODUA,MYVI,SX,PERODUA MYVI SX,low score
8078,BMW,X,X4,BMW X X4,low score
70285,FORD,MUSTANG,GT,FORD MUSTANG GT,low score
97130,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
18884,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
87318,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
100236,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
107973,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
26454,HONDA,ACCORD,VTI,HONDA ACCORD VTI,low score
109726,PORSCHE,CAYENNE,S,PORSCHE CAYENNE S,low score
106306,PERODUA,AXIA,SE,PERODUA AXIA SE,low score
26481,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
77897,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
58811,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
74972,KIA,RIO,,KIA RIO ,low score
19142,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
19706,HONDA,STREAM,,HONDA STREAM ,low score
74977,KIA,CERATO,K3,KIA CERATO K3,low score
19171,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
19206,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
77622,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
77963,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
75035,KIA,CERATO,KX,KIA CERATO KX,low score
114273,KIA,PICANTO,,KIA PICANTO ,low score
8301,BMW,X,X1,BMW X X1,low score
78213,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
114277,KIA,CERATO,,KIA CERATO ,low score
78340,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
110086,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
35567,PROTON,SAGA,SV,PROTON SAGA SV,low score
26946,HONDA,ACCORD,VTI-L,HONDA ACCORD VTIL,low score
69213,FERRARI,F430,,FERRARI F430 ,low score
78104,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78130,MAZDA,3,SKYACTIV-G,MAZDA 3 SKYACTIVG,low score
51457,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
69281,FERRARI,488 GTB,,FERRARI 488 GTB ,low score
74711,KIA,OPTIMA K5,,KIA OPTIMA K5 ,low score
96516,BMW,X,X4,BMW X X4,low score
15416,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
113655,FERRARI,488 GTB,,FERRARI 488 GTB ,low score
74982,KIA,SORENTO,,KIA SORENTO ,low score
347,BMW,X,X7,BMW X X7,low score
78192,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
27169,HONDA,CITY,I-DSI,HONDA CITY IDSI,low score
110944,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
23927,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
78260,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78300,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78284,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78337,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
78320,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
28046,LEXUS,RX270,,LEXUS RX270 ,low score
78359,MAZDA,6,SKYACTIV-G,MAZDA 6 SKYACTIVG,low score
18355,HONDA,HR-V,V,HONDA HRV V,low score
79324,MAZDA,2,SKYACTIV-G,MAZDA 2 SKYACTIVG,low score
