id,brand,model,variant,cleaned,reason
20204,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
98537,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
104030,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
98607,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
26252,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
71034,FORD,FIESTA,SPORT,FORD FIESTA SPORT,low score
88088,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
88130,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
80453,SUBARU,FORESTER,,SUBARU FORESTER ,low score
19332,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
88262,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
29463,PROTON,PERDANA,,PROTON PERDANA ,low score
26344,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
88299,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
19318,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
19447,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
19484,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
29914,PROTON,PERDANA,,PROTON PERDANA ,low score
26440,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
19582,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
20021,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
71101,FORD,FIESTA,SPORT,FORD FIESTA SPORT,low score
26447,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
114948,MAZDA,2,V,MAZDA 2 V,low score
53460,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
19861,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
20237,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
19919,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
86768,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
86748,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
20148,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
20216,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
86837,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
20383,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
13051,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
20446,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
86839,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
20402,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
20490,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
67824,AUDI,A3,TFSI,AUDI A3 TFSI,low score
108634,PERODUA,BEZZA,X,PERODUA BEZZA X,low score
26729,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
17875,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
20192,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
26765,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
64463,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
97343,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
19551,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
67200,AUDI,A5,SPORTBACK,AUDI A5 SPORTBACK,low score
20618,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
13254,HONDA,JAZZ,I-VTEC,HONDA JAZZ IVTEC,low score
77531,MAZDA,CX-5,HIGH T/C,MAZDA CX5 HIGH TC,low score
62649,TOYOTA,ESTIMA,,TOYOTA ESTIMA ,low score
97373,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
20763,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
89962,MCLAREN,570GT,,MCLAREN 570GT ,low score
19969,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
26939,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
66390,TOYOTA,WISH,X,TOYOTA WISH X,low score
97389,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
20713,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
97394,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
26973,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
97406,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
20813,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
53504,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
3127,BMW,X,X1,BMW X X1,low score
113045,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
13559,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
19781,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
97428,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
86829,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21094,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
21129,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21207,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
12501,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
88465,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
114991,MCLAREN,765LT,,MCLAREN 765LT ,low score
16272,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
104672,PERODUA,KELISA,EZ,PERODUA KELISA EZ,low score
90017,MCLAREN,570S,,MCLAREN 570S ,low score
21293,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
87059,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
113062,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
17965,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
10696,BMW,I,I7,BMW I I7,low score
97501,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21541,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
87327,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
21552,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
97508,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
21611,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
20215,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
21729,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21705,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
66693,TOYOTA,VELLFIRE,Z,TOYOTA VELLFIRE Z,low score
11902,HONDA,HR-V,E:HEV RS,HONDA HRV EHEV RS,low score
97534,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
67343,AUDI,Q3,TFSI,AUDI Q3 TFSI,low score
97535,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
63259,TOYOTA,VIOS,G,TOYOTA VIOS G,low score
16062,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
46860,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
62754,TOYOTA,WISH,,TOYOTA WISH ,low score
53557,TOYOTA,FORTUNER,V,TOYOTA FORTUNER V,low score
21093,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21951,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
21954,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
24361,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
97577,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
15349,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
3165,BMW,X,X4,BMW X X4,low score
8683,BMW,X,X1,BMW X X1,low score
23719,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
12183,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
12805,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
87266,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
22197,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
13406,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
114073,ISUZU,NLR85UHE,,ISUZU NLR85UHE ,low score
15005,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
11919,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
86866,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
80383,SUBARU,XV,PREMIUM,SUBARU XV PREMIUM,low score
12579,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
97684,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21327,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
22588,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
87585,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
17739,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
22630,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
115596,PROTON,SAGA,SE,PROTON SAGA SE,low score
22619,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
13519,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
22653,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
13860,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
21546,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
22659,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
13837,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
97780,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
15470,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
87921,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
97738,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
87513,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
22842,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
22868,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
22870,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
29182,PROTON,X50,PREMIUM,PROTON X50 PREMIUM,low score
22888,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
29236,PROTON,PERDANA,,PROTON PERDANA ,low score
12910,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23081,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
23087,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
12908,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
23096,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
66927,AUDI,A4,TFSI,AUDI A4 TFSI,low score
81214,VOLKSWAGEN,POLO,,VOLKSWAGEN POLO ,low score
23242,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
113098,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
15129,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
23334,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23411,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
87713,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23758,HONDA,HR-V,V,HONDA HRV V,low score
89405,ISUZU,NPR75,,ISUZU NPR75 ,low score
64921,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
88453,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
16237,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
18846,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
18966,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
19006,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
87828,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
93742,NAZA,FORTE,SX,NAZA FORTE SX,low score
87961,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
53902,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
88260,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
88278,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
88343,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
88415,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
88338,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
54341,TOYOTA,C-HR,,TOYOTA CHR ,low score
21065,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
22347,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
22996,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
24028,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
16190,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
24223,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
65188,TOYOTA,WALD,WH300,TOYOTA WALD WH300,low score
88543,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
111970,TOYOTA,VIOS,E,TOYOTA VIOS E,low score
23655,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
24423,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
23638,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
25962,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
24544,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
26201,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
23704,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23752,HONDA,HR-V,E:HEV RS,HONDA HRV EHEV RS,low score
26282,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
67223,AUDI,A6,TFSI,AUDI A6 TFSI,low score
20305,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
16241,HONDA,N-BOX,,HONDA NBOX ,low score
27219,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
105704,PERODUA,MYVI,X,PERODUA MYVI X,low score
23748,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
87517,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
23790,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
23801,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
74968,KIA,OPTIMA K5,,KIA OPTIMA K5 ,low score
23821,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
14460,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
14552,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
17570,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
21752,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
18793,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
94462,NISSAN,X-TRAIL,,NISSAN XTRAIL ,low score
25724,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
23841,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
19027,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
105519,PERODUA,ALZA,SE,PERODUA ALZA SE,low score
19319,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
88408,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
23941,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
115051,NAZA,FORTE,SX,NAZA FORTE SX,low score
20549,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
23940,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
93775,NAZA,FORTE,SX,NAZA FORTE SX,low score
20356,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
24355,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
5107,BMW,I,I7,BMW I I7,low score
23802,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
98716,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23992,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
25911,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23997,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
26137,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
107735,PERODUA,ALZA,EZ,PERODUA ALZA EZ,low score
26527,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
26681,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
26978,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
101798,PERODUA,MYVI,SE,PERODUA MYVI SE,low score
16556,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
98695,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
113111,TOYOTA,RUSH,S,TOYOTA RUSH S,low score
21789,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
53497,TOYOTA,VELLFIRE,X,TOYOTA VELLFIRE X,low score
98765,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
16418,HONDA,HR-V,V,HONDA HRV V,low score
19223,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
27765,LEXUS,IS250,,LEXUS IS250 ,low score
88576,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
24250,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
71178,HAVAL,H2,PREMIUM,HAVAL H2 PREMIUM,low score
92309,MITSUBISHI,GTO,,MITSUBISHI GTO ,low score
19983,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
20385,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
25166,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
107335,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
24310,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
67212,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
25321,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
16508,HONDA,HR-V,V,HONDA HRV V,low score
25393,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
60010,TOYOTA,CAMRY,V,TOYOTA CAMRY V,low score
67533,AUDI,Q2,TFSI,AUDI Q2 TFSI,low score
16557,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
25613,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
25650,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
25633,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
25622,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
25683,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
87816,HONDA,HR-V,E:HEV RS,HONDA HRV EHEV RS,low score
22429,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
17678,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
25720,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
25777,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
55323,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
25806,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
53321,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
25825,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
24453,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
25832,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
114397,MCLAREN,570GT,,MCLAREN 570GT ,low score
22404,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
73141,ISUZU,NLR,,ISUZU NLR ,low score
22251,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
54127,TOYOTA,C-HR,,TOYOTA CHR ,low score
16742,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
11568,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
98723,HONDA,CR-V,V,HONDA CRV V,low score
104705,PERODUA,BEZZA,X,PERODUA BEZZA X,low score
65933,TOYOTA,SIENTA,G,TOYOTA SIENTA G,low score
114081,ISUZU,NPR81UKH,,ISUZU NPR81UKH ,low score
15527,HONDA,ACCORD,VTI,HONDA ACCORD VTI,low score
113172,TOYOTA,CAMRY,G,TOYOTA CAMRY G,low score
88515,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
55453,TOYOTA,YARIS,E,TOYOTA YARIS E,low score
113175,TOYOTA,INNOVA,G,TOYOTA INNOVA G,low score
13699,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
84848,VOLVO,XC60,T8,VOLVO XC60 T8,low score
79816,SUBARU,XV,SPORT,SUBARU XV SPORT,low score
16851,HONDA,N-BOX,,HONDA NBOX ,low score
13672,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
55685,TOYOTA,VELOZ,,TOYOTA VELOZ ,low score
13178,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
76699,MASERATI,GHIBLI,S,MASERATI GHIBLI S,low score
13224,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
21832,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
12377,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
12655,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
14400,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
14407,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
12005,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
21412,HONDA,ODYSSEY,-,HONDA ODYSSEY ,low score
21582,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
87807,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
23851,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
24354,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
24475,HONDA,HR-V,I-VTEC S,HONDA HRV IVTEC S,low score
24900,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
26275,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
26761,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
17021,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
27041,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
21952,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
27079,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
104708,PERODUA,MYVI,H,PERODUA MYVI H,low score
24821,HONDA,JADE,RS,HONDA JADE RS,low score
24832,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
97983,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
94541,NISSAN,X-TRAIL,4WD,NISSAN XTRAIL 4WD,low score
104724,PERODUA,MYVI,AV,PERODUA MYVI AV,low score
25098,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
97802,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
15871,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
86872,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
27866,LEXUS,RX350,,LEXUS RX350 ,low score
13885,HONDA,BR-V,E I-VTEC,HONDA BRV E IVTEC,low score
97885,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
17142,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
86855,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
22403,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
87056,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
76677,MASERATI,GHIBLI,,MASERATI GHIBLI ,low score
17175,HONDA,HR-V,V,HONDA HRV V,low score
56560,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
87699,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
12595,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
86764,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
19571,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
15206,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
15754,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
13648,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
12698,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
26837,HONDA,HR-V,V,HONDA HRV V,low score
87133,HONDA,BR-V,V I-VTEC,HONDA BRV V IVTEC,low score
87216,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
52804,TOYOTA,YARIS,G,TOYOTA YARIS G,low score
35354,PROTON,PERDANA,,PROTON PERDANA ,low score
86881,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
12827,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
86921,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
108273,PERODUA,ATIVA,H,PERODUA ATIVA H,low score
20101,HONDA,CITY,HYBRID,HONDA CITY HYBRID,low score
12866,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
11791,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
13801,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
12741,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
76730,MASERATI,GHIBLI,S,MASERATI GHIBLI S,low score
23876,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
15831,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
12914,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
76690,MASERATI,LEVANTE,,MASERATI LEVANTE ,low score
13004,HONDA,HR-V,I-VTEC V,HONDA HRV IVTEC V,low score
13028,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
13192,HONDA,CR-V,TC VTEC,HONDA CRV TC VTEC,low score
13229,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
87195,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
13743,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
80455,SUBARU,XV,P,SUBARU XV P,low score
23948,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
13990,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
20443,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
87034,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
76745,MASERATI,LEVANTE,,MASERATI LEVANTE ,low score
14263,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
71062,FORD,FIESTA,SPORT,FORD FIESTA SPORT,low score
76786,MASERATI,LEVANTE,,MASERATI LEVANTE ,low score
14914,HONDA,HR-V,I-VTEC E,HONDA HRV IVTEC E,low score
14869,HONDA,JAZZ,HYBRID,HONDA JAZZ HYBRID,low score
14976,HONDA,CR-V,I-VTEC,HONDA CRV IVTEC,low score
113235,TOYOTA,ALPHARD,S,TOYOTA ALPHARD S,low score
