id,brand,model,variant,reason
898,BMW,X,X3,no candidate match
11483,BMW,1 SERIES,120I,no candidate match
104546,PERODUA,MYVI,H,low match score
93928,NISSAN,X-TRAIL,,missing cleaned source data
63536,TOYOTA,ALPHARD,,missing cleaned source data
40815,MERCEDES-BENZ,C-CLASS,C200,no candidate match
63518,TOYOTA,VIOS,E,low match score
40822,MERCEDES-BENZ,E-CLASS,E250,no candidate match
107289,PERODUA,ALZA,AV,low match score
63498,TOYOTA,COROLLA ALTIS,G,low match score
9020,BMW,5 SERIES,520I,no candidate match
28534,PROTON,X50,STANDARD,no candidate match
40827,MERCEDES-BENZ,E-CLASS,E300,no candidate match
2742,BMW,3 SERIES,330E,no candidate match
40833,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
2755,BMW,5 SERIES,530I,no candidate match
5098,BMW,3 SERIES,320I,no candidate match
40843,MERCEDES-BENZ,E-CLASS,E300,no candidate match
105648,PERODUA,ALZA,EZ,low match score
2713,BMW,X,X3,no candidate match
65809,TOYOTA,ALPHARD,,missing cleaned source data
58195,TOYOTA,C-HR,,missing cleaned source data
66134,TOYOTA,COROLLA ALTIS,G,low match score
63402,TOYOTA,RUSH,S,low match score
2761,BMW,X,X4,no candidate match
63545,TOYOTA,CAMRY,G,low match score
63551,TOYOTA,COROLLA CROSS,V,low match score
63530,TOYOTA,COROLLA ALTIS,G,low match score
3867,BMW,Z,Z4,no candidate match
107511,PERODUA,MYVI,X,low match score
38118,MERCEDES-BENZ,GLE-CLASS,GLE63,no candidate match
65726,TOYOTA,COROLLA ALTIS,G,low match score
10150,BMW,3 SERIES,318I,no candidate match
52244,TOYOTA,VIOS,J,low match score
52089,TOYOTA,VIOS,G,low match score
40875,MERCEDES-BENZ,SLK-CLASS,SLK200,no candidate match
25793,HONDA,N-BOX,,missing cleaned source data
38082,MERCEDES-BENZ,SLK-CLASS,SLK200,no candidate match
40888,MERCEDES-BENZ,E-CLASS,E240,no candidate match
63558,TOYOTA,INNOVA,G,low match score
62969,TOYOTA,VELLFIRE,X,low match score
66230,TOYOTA,AVANZA,G,low match score
40893,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
63575,TOYOTA,INNOVA,G,low match score
40900,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
54052,TOYOTA,LAND CRUISER PRADO,GX,low match score
28579,PROTON,PERDANA,,missing cleaned source data
78221,MAZDA,3,GL,low match score
65849,TOYOTA,INNOVA,G,low match score
52171,TOYOTA,CAMRY,V,low match score
110201,TOYOTA,CAMRY,V,low match score
40902,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
40904,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
96592,BMW,5 SERIES,530E,no candidate match
66898,ASTON MARTIN,VANTAGE,AMR,low match score
63593,TOYOTA,YARIS,E,low match score
115394,PROTON,X50,TGDI FLAGSHIP,no candidate match
66861,ASTON MARTIN,DB11,V12,low match score
40906,MERCEDES-BENZ,GLE-CLASS,GLE43,no candidate match
2844,BMW,X,X5,no candidate match
5105,BMW,X,X5,no candidate match
105656,PERODUA,ALZA,EZI,low match score
40909,MERCEDES-BENZ,AMG GT,AMG GT 63 S,low match score
5140,BMW,5 SERIES,530I,no candidate match
40912,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
40913,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
5139,BMW,5 SERIES,530I,no candidate match
5130,BMW,3 SERIES,330I,no candidate match
60373,TOYOTA,COROLLA ALTIS,E,low match score
11366,BMW,X,X5,no candidate match
67277,AUDI,TT,-,missing cleaned source data
46499,MERCEDES-BENZ,C-CLASS,C250,no candidate match
39177,MERCEDES-BENZ,A-CLASS,A180,no candidate match
40914,MERCEDES-BENZ,E-CLASS,E300,no candidate match
2841,BMW,M,M340I,no candidate match
63904,TOYOTA,ESTIMA,-,missing cleaned source data
105660,PERODUA,ALZA,EZI,low match score
65748,TOYOTA,CAMRY,G,low match score
40924,MERCEDES-BENZ,C-CLASS,C300,no candidate match
63616,TOYOTA,WISH,X,low match score
63611,TOYOTA,CAMRY,E,low match score
40925,MERCEDES-BENZ,S-CLASS,S560 E,no candidate match
5127,BMW,I,IX3,no candidate match
39179,MERCEDES-BENZ,A-CLASS,A180,no candidate match
63600,TOYOTA,VIOS,G,low match score
104613,PERODUA,ALZA,EZI,low match score
40931,MERCEDES-BENZ,A-CLASS,A200,no candidate match
63590,TOYOTA,VIOS,E,low match score
92106,MITSUBISHI,OUTLANDER,,missing cleaned source data
40936,MERCEDES-BENZ,A-CLASS,A250,no candidate match
52498,TOYOTA,FORTUNER,,missing cleaned source data
2864,BMW,X,X1,no candidate match
23185,HONDA,HR-V,V,low match score
39181,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
63953,TOYOTA,YARIS,G,low match score
52528,TOYOTA,VIOS,G,low match score
42413,MERCEDES-BENZ,C-CLASS,C250,no candidate match
2870,BMW,7 SERIES,740LE,no candidate match
5149,BMW,3 SERIES,318I,no candidate match
67120,AUDI,A4,TFSI,low match score
39184,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
39185,MERCEDES-BENZ,AMG GT,S,low match score
8469,BMW,3 SERIES,320I,no candidate match
63634,TOYOTA,CAMRY,E,low match score
63629,TOYOTA,VIOS,G,low match score
73538,ISUZU,MU-X,,missing cleaned source data
40942,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
2892,BMW,3 SERIES,330E,no candidate match
50611,PORSCHE,MACAN,,missing cleaned source data
39187,MERCEDES-BENZ,A-CLASS,A250,no candidate match
113364,AUDI,A3,TFSI,low match score
66925,AUDI,A4,TFSI,low match score
63964,TOYOTA,ALPHARD,G SA,low match score
40940,MERCEDES-BENZ,C-CLASS,C300,no candidate match
63628,TOYOTA,INNOVA,G,low match score
40945,MERCEDES-BENZ,AMG GT,S,low match score
40953,MERCEDES-BENZ,E-CLASS,E200,no candidate match
6754,BMW,3 SERIES,320I,no candidate match
46560,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
39190,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
40967,MERCEDES-BENZ,E-CLASS,E300,no candidate match
28747,PROTON,X50,TGDI FLAGSHIP,no candidate match
40970,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
63637,TOYOTA,AVANZA,G,low match score
30796,PROTON,X50,PREMIUM,no candidate match
8472,BMW,I,I5,no candidate match
63283,TOYOTA,CAMRY,E,low match score
105676,PERODUA,MYVI,EZI,low match score
2911,BMW,X,X5,no candidate match
40974,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
58831,TOYOTA,VIOS,G,low match score
40976,MERCEDES-BENZ,E-CLASS,E250,no candidate match
52864,TOYOTA,VOXY,ZS,low match score
40978,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
8462,BMW,5 SERIES,530E,no candidate match
2955,BMW,M,M340I,no candidate match
67201,AUDI,A4,TFSI,low match score
40979,MERCEDES-BENZ,S-CLASS,S560 E,no candidate match
65754,TOYOTA,CAMRY,V,low match score
40982,MERCEDES-BENZ,C-CLASS,C200,no candidate match
60417,TOYOTA,VIOS,G,low match score
67229,AUDI,A6,TFSI,low match score
88972,PROTON,X50,TGDI FLAGSHIP,no candidate match
14610,HONDA,HR-V,V,low match score
105688,PERODUA,AXIA,G,low match score
40989,MERCEDES-BENZ,S-CLASS,S560 E,no candidate match
2933,BMW,3 SERIES,330I,no candidate match
94401,NISSAN,ALMERA,E,low match score
43744,MERCEDES-BENZ,C-CLASS,C200,no candidate match
67270,AUDI,A5,,missing cleaned source data
65803,TOYOTA,CAMRY,V,low match score
5187,BMW,I,I5,no candidate match
63683,TOYOTA,VIOS,E,low match score
38468,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
38466,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
41003,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
104617,PERODUA,MYVI,SE,low match score
5153,BMW,2 SERIES,218I,no candidate match
89146,PROTON,X50,EXECUTIVE,no candidate match
38558,MERCEDES-BENZ,E-CLASS,E350,no candidate match
41007,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
46613,MERCEDES-BENZ,C-CLASS,C200,no candidate match
68024,AUDI,Q3,TFSI,low match score
94138,NISSAN,ALMERA,E,low match score
41014,MERCEDES-BENZ,AMG GT,S,low match score
2930,BMW,3 SERIES,320I,no candidate match
104624,PERODUA,MYVI,G,low match score
41034,MERCEDES-BENZ,A-CLASS,A200,no candidate match
67344,AUDI,A6,TFSI,low match score
94158,NISSAN,ALMERA,VL,low match score
41056,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
5190,BMW,3 SERIES,330E,no candidate match
79103,MAZDA,2,V,low match score
41053,MERCEDES-BENZ,GLC-CLASS,GLC300 E,no candidate match
51026,PORSCHE,MACAN,S,low match score
39200,MERCEDES-BENZ,CLA-CLASS,CLA180,no candidate match
58183,TOYOTA,VIOS,E,low match score
41062,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
115495,PROTON,X50,TGDI FLAGSHIP,no candidate match
104634,PERODUA,ALZA,SE,low match score
115496,PROTON,X50,EXECUTIVE,no candidate match
41063,MERCEDES-BENZ,E-CLASS,E240,no candidate match
41088,MERCEDES-BENZ,E-CLASS,E250,no candidate match
39204,MERCEDES-BENZ,A-CLASS,A200,no candidate match
104635,PERODUA,ARUZ,AV,low match score
89939,MCLAREN,570S,,missing cleaned source data
41072,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
87559,HONDA,ACCORD,VTI,low match score
88904,PROTON,SAGA,SV,low match score
41078,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
63793,TOYOTA,COROLLA ALTIS,V,low match score
41079,MERCEDES-BENZ,C-CLASS,C180,no candidate match
2815,BMW,X,X2,no candidate match
41082,MERCEDES-BENZ,E-CLASS,E300,no candidate match
3028,BMW,2 SERIES,218I,no candidate match
87558,HONDA,JAZZ,VTEC,low match score
631,BMW,2 SERIES,220I,no candidate match
67444,AUDI,A5,S LINE BLACK EDT TFSI QUT A,low match score
111494,TOYOTA,MARK X,250G,low match score
32043,PROTON,X50,PREMIUM,no candidate match
5151,BMW,3 SERIES,330I,no candidate match
63796,TOYOTA,VOXY,V,low match score
65806,TOYOTA,ALPHARD,,missing cleaned source data
41085,MERCEDES-BENZ,C-CLASS,C300,no candidate match
97151,HONDA,BR-V,,missing cleaned source data
41086,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
5143,BMW,I,IX1,no candidate match
13768,HONDA,STREAM,RSZ,low match score
89625,LAND ROVER,DEFENDER,110 D240 HSE,low match score
41090,MERCEDES-BENZ,A-CLASS,A200,no candidate match
41092,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
5182,BMW,3 SERIES,320I,no candidate match
51062,PORSCHE,CAYENNE,S,low match score
41098,MERCEDES-BENZ,GLE-CLASS,GLE43,no candidate match
2033,BMW,X,X6,no candidate match
28417,PROTON,X50,TGDI FLAGSHIP,no candidate match
41103,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
2999,BMW,X,X1,no candidate match
94239,NISSAN,ALMERA,VLT,low match score
94257,NISSAN,ALMERA,VL,low match score
41104,MERCEDES-BENZ,A-CLASS,A250,no candidate match
63819,TOYOTA,AVANZA,G,low match score
65776,TOYOTA,VIOS,G,low match score
41105,MERCEDES-BENZ,E-CLASS,E200,no candidate match
90044,MCLAREN,570GT,,missing cleaned source data
112965,TOYOTA,ALPHARD,G SA,low match score
3000,BMW,3 SERIES,318I,no candidate match
3026,BMW,3 SERIES,330I,no candidate match
113409,AUDI,TT,TFSI,low match score
41132,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
90028,MCLAREN,570S,,missing cleaned source data
8557,BMW,X,X3,no candidate match
29314,PROTON,PERDANA,,missing cleaned source data
113462,AUDI,A3,TFSI,low match score
67565,AUDI,TT,TFSI,low match score
104653,PERODUA,MYVI,SE,low match score
65819,TOYOTA,VIOS,G,low match score
54228,TOYOTA,VELOZ,,missing cleaned source data
41142,MERCEDES-BENZ,E-CLASS,E200,no candidate match
104656,PERODUA,ALZA,SX,low match score
41147,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
105693,PERODUA,MYVI,AV,low match score
42437,MERCEDES-BENZ,A-CLASS,A180,no candidate match
76188,LAND ROVER,RANGE ROVER SPORT,SVR,low match score
41153,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
65850,TOYOTA,VIOS,G,low match score
39214,MERCEDES-BENZ,A-CLASS,A250,no candidate match
112983,TOYOTA,FORTUNER,G,low match score
3081,BMW,3 SERIES,320I,no candidate match
3086,BMW,6 SERIES,630I,no candidate match
64369,TOYOTA,COROLLA ALTIS,G,low match score
42441,MERCEDES-BENZ,GLB-CLASS,GLB250,no candidate match
66956,AUDI,A4,TFSI,low match score
41157,MERCEDES-BENZ,CLS-CLASS,CLS350,no candidate match
84816,VOLVO,V60,T4,low match score
76202,LAND ROVER,DEFENDER,P400,low match score
41158,MERCEDES-BENZ,A-CLASS,A200,no candidate match
46741,MERCEDES-BENZ,E-CLASS,E240,no candidate match
65529,TOYOTA,VIOS,J,low match score
112995,TOYOTA,VIOS,E,low match score
113005,TOYOTA,LAND CRUISER,ZX,low match score
3087,BMW,3 SERIES,320I,no candidate match
3092,BMW,7 SERIES,740LE,no candidate match
107707,PERODUA,MYVI,EZI,low match score
41156,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
23637,HONDA,CR-V,,missing cleaned source data
41161,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
41164,MERCEDES-BENZ,C-CLASS,C250,no candidate match
41169,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
104030,PERODUA,MYVI,SE,low match score
41178,MERCEDES-BENZ,A-CLASS,A250,no candidate match
80453,SUBARU,FORESTER,,missing cleaned source data
29463,PROTON,PERDANA,,missing cleaned source data
41180,MERCEDES-BENZ,E-CLASS,E300,no candidate match
96090,TOYOTA,COROLLA,VARIANT1,low match score
29914,PROTON,PERDANA,,missing cleaned source data
41183,MERCEDES-BENZ,E-CLASS,E300,no candidate match
114948,MAZDA,2,V,low match score
53460,TOYOTA,RUSH,S,low match score
112219,TOYOTA,COROLLA ALTIS,E,low match score
113035,TOYOTA,FORTUNER,VRZ,low match score
3142,BMW,X,X3,no candidate match
5198,BMW,3 SERIES,320I,no candidate match
67824,AUDI,A3,TFSI,low match score
39217,MERCEDES-BENZ,G-CLASS,G63 AMG,no candidate match
39218,MERCEDES-BENZ,C-CLASS,C200,no candidate match
64463,TOYOTA,CAMRY,V,low match score
89962,MCLAREN,570GT,,missing cleaned source data
66390,TOYOTA,WISH,X,low match score
8602,BMW,5 SERIES,530E,no candidate match
53504,TOYOTA,VIOS,E,low match score
3127,BMW,X,X1,no candidate match
113045,TOYOTA,VIOS,G,low match score
94377,NISSAN,ALMERA,E,low match score
41190,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
3132,BMW,3 SERIES,330E,no candidate match
113050,TOYOTA,COROLLA ALTIS,G,low match score
36737,MERCEDES-BENZ,C-CLASS,C250,no candidate match
3182,BMW,5 SERIES,530I,no candidate match
114991,MCLAREN,765LT,,missing cleaned source data
104672,PERODUA,KELISA,EZ,low match score
90017,MCLAREN,570S,,missing cleaned source data
41205,MERCEDES-BENZ,C-CLASS,C200,no candidate match
111540,TOYOTA,LAND CRUISER PRADO,TX,low match score
113062,TOYOTA,VIOS,G,low match score
10696,BMW,I,I7,no candidate match
115586,PROTON,X50,TGDI FLAGSHIP,no candidate match
76300,LAND ROVER,RANGE ROVER EVOQUE,P200,low match score
3149,BMW,3 SERIES,330E,no candidate match
66693,TOYOTA,VELLFIRE,Z,low match score
46860,PERODUA,ALZA,SE,low match score
41207,MERCEDES-BENZ,A-CLASS,A250,no candidate match
62754,TOYOTA,WISH,,missing cleaned source data
53557,TOYOTA,FORTUNER,V,low match score
3165,BMW,X,X4,no candidate match
39225,MERCEDES-BENZ,B-CLASS,B200T,no candidate match
8683,BMW,X,X1,no candidate match
41219,MERCEDES-BENZ,C-CLASS,C300,no candidate match
114073,ISUZU,NLR85UHE,,missing cleaned source data
3156,BMW,2 SERIES,218I,no candidate match
15850,HONDA,N-BOX CUSTOM,G L,low match score
41220,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
115596,PROTON,SAGA,SE,low match score
41221,MERCEDES-BENZ,E-CLASS,E200,no candidate match
41222,MERCEDES-BENZ,A-CLASS,A200,no candidate match
3163,BMW,5 SERIES,530E,no candidate match
68180,BENTLEY,CONTINENTAL GT,V8,low match score
54858,TOYOTA,COROLLA CROSS,G,low match score
66927,AUDI,A4,TFSI,low match score
41226,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
81214,VOLKSWAGEN,POLO,,missing cleaned source data
68207,BENTLEY,FLYING SPUR,W12,low match score
113098,TOYOTA,VIOS,E,low match score
41228,MERCEDES-BENZ,C-CLASS,C180,no candidate match
23758,HONDA,HR-V,V,low match score
89405,ISUZU,NPR75,,missing cleaned source data
76418,LAND ROVER,RANGE ROVER SPORT,SVR,low match score
39228,MERCEDES-BENZ,C-CLASS,C200,no candidate match
92282,MITSUBISHI,XPANDER,,missing cleaned source data
93742,NAZA,FORTE,SX,low match score
41230,MERCEDES-BENZ,E-CLASS,E300,no candidate match
53902,TOYOTA,INNOVA,G,low match score
76430,LAND ROVER,RANGE ROVER SPORT,SVR,low match score
54341,TOYOTA,C-HR,,missing cleaned source data
41233,MERCEDES-BENZ,E-CLASS,E300,no candidate match
58305,TOYOTA,AVANZA,G,low match score
68233,BENTLEY,CONTINENTAL GT,W12,low match score
111970,TOYOTA,VIOS,E,low match score
41234,MERCEDES-BENZ,E-CLASS,E300,no candidate match
68239,BENTLEY,FLYING SPUR,V8,low match score
67223,AUDI,A6,TFSI,low match score
16241,HONDA,N-BOX,,missing cleaned source data
105704,PERODUA,MYVI,X,low match score
37049,MERCEDES-BENZ,E-CLASS,E350,no candidate match
94462,NISSAN,X-TRAIL,,missing cleaned source data
115049,NAZA,FORTE,SX,low match score
115051,NAZA,FORTE,SX,low match score
93775,NAZA,FORTE,SX,low match score
5107,BMW,I,I7,no candidate match
41238,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
76449,LAND ROVER,RANGE ROVER SPORT,HST,low match score
68161,BENTLEY,CONTINENTAL GT,V8,low match score
113111,TOYOTA,RUSH,S,low match score
53497,TOYOTA,VELLFIRE,X,low match score
16418,HONDA,HR-V,V,low match score
76523,LAND ROVER,RANGE ROVER SPORT,SVR,low match score
27765,LEXUS,IS250,,missing cleaned source data
92309,MITSUBISHI,GTO,,missing cleaned source data
41240,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
76538,LAND ROVER,RANGE ROVER EVOQUE,P200,low match score
41241,MERCEDES-BENZ,C-CLASS,C300,no candidate match
107335,PERODUA,MYVI,AV,low match score
67212,AUDI,Q2,TFSI,low match score
68311,BENTLEY,CONTINENTAL GT,V8 S,low match score
41245,MERCEDES-BENZ,A-CLASS,A200,no candidate match
16508,HONDA,HR-V,V,low match score
3179,BMW,5 SERIES,525I,no candidate match
60010,TOYOTA,CAMRY,V,low match score
67533,AUDI,Q2,TFSI,low match score
5227,BMW,2 SERIES,218I,no candidate match
5221,BMW,X,X3,no candidate match
5217,BMW,Z,Z4,no candidate match
5215,BMW,X,X3,no candidate match
55323,TOYOTA,YARIS,E,low match score
41252,MERCEDES-BENZ,C-CLASS,C250,no candidate match
114397,MCLAREN,570GT,,missing cleaned source data
76564,LAND ROVER,RANGE ROVER SPORT,SVR,low match score
41258,MERCEDES-BENZ,C-CLASS,C200,no candidate match
54127,TOYOTA,C-HR,,missing cleaned source data
41259,MERCEDES-BENZ,CLA-CLASS,CLA200,no candidate match
5235,BMW,3 SERIES,330E,no candidate match
98723,HONDA,CR-V,V,low match score
3249,BMW,3 SERIES,320I,no candidate match
104705,PERODUA,BEZZA,X,low match score
65933,TOYOTA,SIENTA,G,low match score
114081,ISUZU,NPR81UKH,,missing cleaned source data
41260,MERCEDES-BENZ,S-CLASS,S350L,no candidate match
113172,TOYOTA,CAMRY,G,low match score
55453,TOYOTA,YARIS,E,low match score
113175,TOYOTA,INNOVA,G,low match score
84848,VOLVO,XC60,T8,low match score
39236,MERCEDES-BENZ,GLC-CLASS,GLC300 E,no candidate match
16851,HONDA,N-BOX,,missing cleaned source data
55685,TOYOTA,VELOZ,,missing cleaned source data
41264,MERCEDES-BENZ,E-CLASS,E250,no candidate match
38764,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
76699,MASERATI,GHIBLI,S,low match score
55868,TOYOTA,VELLFIRE,VL,low match score
41267,MERCEDES-BENZ,A-CLASS,A250,no candidate match
21412,HONDA,ODYSSEY,-,missing cleaned source data
113187,TOYOTA,AVANZA,G,low match score
3250,BMW,3 SERIES,318I,no candidate match
68181,BENTLEY,CONTINENTAL GT,V8,low match score
104708,PERODUA,MYVI,H,low match score
3259,BMW,3 SERIES,330E,no candidate match
41268,MERCEDES-BENZ,C-CLASS,C200,no candidate match
24821,HONDA,JADE,RS,low match score
41271,MERCEDES-BENZ,GLC-CLASS,GLC43 AMG,no candidate match
94541,NISSAN,X-TRAIL,4WD,low match score
104724,PERODUA,MYVI,AV,low match score
41273,MERCEDES-BENZ,GLA-CLASS,GLA45 AMG,no candidate match
41275,MERCEDES-BENZ,S-CLASS,S63 AMG,no candidate match
27866,LEXUS,RX350,,missing cleaned source data
5242,BMW,X,X5,no candidate match
38894,MERCEDES-BENZ,E-CLASS,E250,no candidate match
76700,MASERATI,GRANTURISMO,,missing cleaned source data
76677,MASERATI,GHIBLI,,missing cleaned source data
17175,HONDA,HR-V,V,low match score
56560,TOYOTA,YARIS,G,low match score
38898,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
40793,MERCEDES-BENZ,GLC-CLASS,GLC250,no candidate match
26837,HONDA,HR-V,V,low match score
41276,MERCEDES-BENZ,C-CLASS,C200,no candidate match
40794,MERCEDES-BENZ,C-CLASS,C200,no candidate match
52804,TOYOTA,YARIS,G,low match score
35354,PROTON,PERDANA,,missing cleaned source data
41277,MERCEDES-BENZ,A-CLASS,A250,no candidate match
108273,PERODUA,ATIVA,H,low match score
41278,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
41304,MERCEDES-BENZ,A-CLASS,A250,no candidate match
3252,BMW,X,X5,no candidate match
76730,MASERATI,GHIBLI,S,low match score
3267,BMW,5 SERIES,530I,no candidate match
41285,MERCEDES-BENZ,A-CLASS,A35 AMG,no candidate match
76690,MASERATI,LEVANTE,,missing cleaned source data
76726,MASERATI,GRANTURISMO,S,low match score
41288,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
80455,SUBARU,XV,P,low match score
76745,MASERATI,LEVANTE,,missing cleaned source data
39325,MERCEDES-BENZ,C-CLASS,C63 AMG,no candidate match
76786,MASERATI,LEVANTE,,missing cleaned source data
113235,TOYOTA,ALPHARD,S,low match score
41499,MERCEDES-BENZ,C-CLASS,C200,no candidate match
74110,KIA,CERATO,K3,low match score
3293,BMW,3 SERIES,316I,no candidate match
41295,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
3335,BMW,5 SERIES,530I,no candidate match
42472,MERCEDES-BENZ,GLC-CLASS,GLC200,no candidate match
5238,BMW,6 SERIES,630I,no candidate match
85831,BMW,3 SERIES,330I,no candidate match
82507,VOLKSWAGEN,POLO,,missing cleaned source data
41297,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
64356,TOYOTA,VIOS,GX,low match score
65967,TOYOTA,VIOS,E,low match score
41303,MERCEDES-BENZ,GLA-CLASS,GLA200,no candidate match
32590,PROTON,X50,EXECUTIVE,no candidate match
105706,PERODUA,KENARI,EZS,low match score
76791,MASERATI,LEVANTE,,missing cleaned source data
40840,MERCEDES-BENZ,C-CLASS,C300,no candidate match
41311,MERCEDES-BENZ,A-CLASS,A250,no candidate match
23984,HONDA,ACCORD,VTI,low match score
32850,PROTON,PERDANA,E,low match score
65966,TOYOTA,YARIS,E,low match score
39250,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
66012,TOYOTA,C-HR,GT,low match score
47391,PERODUA,AXIA,SE,low match score
105707,PERODUA,MYVI,SE,low match score
111629,TOYOTA,AVANZA,X,low match score
94614,NISSAN,ALMERA,E,low match score
94620,NISSAN,SYLPHY,E,low match score
38951,MERCEDES-BENZ,GLC-CLASS,GLC300 E,no candidate match
112145,TOYOTA,VIOS,J,low match score
114415,MAXUS,G10,SE,low match score
41314,MERCEDES-BENZ,A-CLASS,A180,no candidate match
41317,MERCEDES-BENZ,E-CLASS,E350,no candidate match
39498,MERCEDES-BENZ,S-CLASS,S400L,no candidate match
28492,PROTON,X50,TGDI FLAGSHIP,no candidate match
107912,PERODUA,KENARI,EZ,low match score
64382,TOYOTA,AVANZA,G,low match score
76869,MAXUS,G10,,missing cleaned source data
41327,MERCEDES-BENZ,C-CLASS,C300,no candidate match
64396,TOYOTA,FORTUNER,VRZ,low match score
51102,PORSCHE,PANAMERA,4S,low match score
41328,MERCEDES-BENZ,GLA-CLASS,GLA250,no candidate match
41331,MERCEDES-BENZ,E-CLASS,E300,no candidate match
41330,MERCEDES-BENZ,GLB-CLASS,GLB200,no candidate match
28447,PROTON,X50,TGDI FLAGSHIP,no candidate match
42663,MERCEDES-BENZ,GLB-CLASS,GLB250,no candidate match
38963,MERCEDES-BENZ,GLE-CLASS,GLE43,no candidate match
115464,PROTON,X50,TGDI FLAGSHIP,no candidate match
68782,CAM,PLACER,VAN,low match score
5825,BMW,5 SERIES,530I,no candidate match
29260,PROTON,X50,TGDI FLAGSHIP,no candidate match
105715,PERODUA,ALZA,EZI,low match score
41333,MERCEDES-BENZ,C-CLASS,C200,no candidate match
41335,MERCEDES-BENZ,E-CLASS,E250,no candidate match
64385,TOYOTA,INNOVA,G,low match score
41339,MERCEDES-BENZ,A-CLASS,A45 AMG,no candidate match
41340,MERCEDES-BENZ,C-CLASS,C200,no candidate match
66028,TOYOTA,VELOZ,,missing cleaned source data
3341,BMW,3 SERIES,320I,no candidate match
72970,INOKOM,ELANTRA,,missing cleaned source data
28857,PROTON,PERSONA,SV,low match score
41342,MERCEDES-BENZ,C-CLASS,C200,no candidate match
47535,PERODUA,AXIA,G,low match score
68001,AUDI,RS6,,missing cleaned source data
41344,MERCEDES-BENZ,A-CLASS,A250,no candidate match
47572,PERODUA,MYVI,AV,low match score
92466,MITSUBISHI,ASX,,missing cleaned source data
105716,PERODUA,ARUZ,X,low match score
3392,BMW,2 SERIES,218I,no candidate match
41347,MERCEDES-BENZ,E-CLASS,E350 E,no candidate match
47595,PERODUA,MYVI,EZ,low match score
92477,MITSUBISHI,OUTLANDER,,missing cleaned source data
80434,SUBARU,FORESTER,S,low match score
41349,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
8406,BMW,X,X5,no candidate match
49845,PORSCHE,MACAN,S,low match score
3330,BMW,3 SERIES,320I,no candidate match
6829,BMW,3 SERIES,330E,no candidate match
67640,AUDI,A6,TFSI,low match score
104869,PERODUA,MYVI,EZ,low match score
5538,BMW,3 SERIES,320I,no candidate match
29902,PROTON,X50,TGDI FLAGSHIP,no candidate match
39788,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
50891,PORSCHE,PANAMERA,4S,low match score
41410,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
39790,MERCEDES-BENZ,C-CLASS,C63 AMG,no candidate match
30060,PROTON,X50,PREMIUM,no candidate match
74905,KIA,SPORTAGE,KX,low match score
