id,brand,model,variant,reason
110343,TOYOTA,YARIS,G,low match score
53050,TOYOTA,CAMRY,V,low match score
53054,TOYOTA,VIOS,J,low match score
68312,BENTLEY,FLYING SPUR,W12,low match score
53132,TOYOTA,VIOS,G,low match score
6186,BMW,7 SERIES,740LE,no candidate match
86581,BMW,3 SERIES,320I,no candidate match
54574,TOYOTA,VIOS,J,low match score
60648,TOYOTA,VIOS,E,low match score
39171,MERCEDES-BENZ,C-CLASS,C43 AMG,no candidate match
53229,TOYOTA,VIOS,G,low match score
86805,HONDA,HR-V,V,low match score
53312,TOYOTA,VIOS,G,low match score
53230,TOYOTA,VIOS,GR-S,low match score
53298,TOYOTA,YARIS,E,low match score
53323,TOYOTA,LAND CRUISER,ZX,low match score
110349,TOYOTA,CAMRY,G,low match score
6209,BMW,X,X1,no candidate match
53280,TOYOTA,INNOVA,E,low match score
60664,TOYOTA,VIOS,E,low match score
53384,TOYOTA,C-HR,,missing cleaned source data
86580,BMW,3 SERIES,320I,no candidate match
6173,BMW,5 SERIES,530E,no candidate match
110350,TOYOTA,COROLLA ALTIS,G,low match score
6236,BMW,4 SERIES,430I,no candidate match
54607,TOYOTA,VIOS,E,low match score
53428,TOYOTA,INNOVA,G,low match score
110352,TOYOTA,ALPHARD,SC,low match score
6227,BMW,3 SERIES,320I,no candidate match
53691,TOYOTA,INNOVA,X,low match score
6225,BMW,M,M340I,no candidate match
53541,TOYOTA,VIOS,J,low match score
110358,TOYOTA,VELLFIRE,V,low match score
53666,TOYOTA,VELLFIRE,,missing cleaned source data
53572,TOYOTA,ALPHARD,G,low match score
6712,BMW,X,X3,no candidate match
6200,BMW,M,M3,no candidate match
53628,TOYOTA,ALPHARD,G SA,low match score
6202,BMW,3 SERIES,320I,no candidate match
51913,TOYOTA,YARIS,G,low match score
6222,BMW,X,X2,no candidate match
53791,TOYOTA,VIOS,G,low match score
53750,TOYOTA,VIOS,E,low match score
101139,MERCEDES-BENZ,CLA-CLASS,CLA250,no candidate match
86615,BMW,5 SERIES,523I,no candidate match
53774,TOYOTA,VELLFIRE,,missing cleaned source data
6244,BMW,X,X3,no candidate match
53839,TOYOTA,AVANZA,G,low match score
53888,TOYOTA,CAMRY,V,low match score
6254,BMW,1 SERIES,118I,no candidate match
53889,TOYOTA,VIOS,E,low match score
110365,TOYOTA,AVANZA,G,low match score
53909,TOYOTA,VIOS,G,low match score
110362,TOYOTA,COROLLA ALTIS,G,low match score
110366,TOYOTA,HARRIER,G,low match score
86622,BMW,3 SERIES,330I,no candidate match
37845,MERCEDES-BENZ,C-CLASS,C300,no candidate match
6256,BMW,3 SERIES,320I,no candidate match
53922,TOYOTA,CAMRY,V,low match score
60651,TOYOTA,VIOS,E,low match score
6217,BMW,2 SERIES,218I,no candidate match
53969,TOYOTA,YARIS,E,low match score
6240,BMW,3 SERIES,328CI,no candidate match
55746,TOYOTA,VIOS,E,low match score
51521,TOYOTA,LAND CRUISER,ZX,low match score
110372,TOYOTA,FORTUNER,SRZ,low match score
6250,BMW,3 SERIES,328I,no candidate match
53981,TOYOTA,YARIS,G,low match score
53974,TOYOTA,COROLLA ALTIS,G,low match score
54053,TOYOTA,VIOS,J,low match score
6283,BMW,X,X5,no candidate match
51484,TOYOTA,ESTIMA,-,missing cleaned source data
6739,BMW,X,X3,no candidate match
100297,MERCEDES-BENZ,A-CLASS,A250,no candidate match
86634,BMW,3 SERIES,330E,no candidate match
54120,TOYOTA,AVANZA,E,low match score
54142,TOYOTA,YARIS,E,low match score
51901,TOYOTA,LAND CRUISER,ZX,low match score
6286,BMW,3 SERIES,320I,no candidate match
62848,TOYOTA,VELLFIRE,Z,low match score
6275,BMW,X,X3,no candidate match
110379,TOYOTA,NOAH,SI WXB,no candidate match
6288,BMW,I,IX,no candidate match
54331,TOYOTA,VIOS,E,low match score
86676,BMW,X,X7,no candidate match
6305,BMW,3 SERIES,320I,no candidate match
47460,PERODUA,ATIVA,AV,low match score
54340,TOYOTA,VIOS,J,low match score
54391,TOYOTA,C-HR,,missing cleaned source data
6329,BMW,3 SERIES,320I,no candidate match
48495,PERODUA,MYVI,AV,low match score
110387,TOYOTA,COROLLA ALTIS,G,low match score
53629,TOYOTA,COROLLA ALTIS,E,low match score
54395,TOYOTA,VIOS,G,low match score
102164,PERODUA,ALZA,EZI,low match score
425,BMW,M,M2,no candidate match
59908,TOYOTA,CAMRY,V,low match score
54423,TOYOTA,CAMRY,E,low match score
60663,TOYOTA,WISH,,missing cleaned source data
54478,TOYOTA,VELLFIRE,VL,low match score
52581,TOYOTA,YARIS,E,low match score
54483,TOYOTA,VIOS,G,low match score
38015,MERCEDES-BENZ,E-CLASS,E200 CGI,no candidate match
59921,TOYOTA,CAMRY,V,low match score
60706,TOYOTA,CAMRY,G,low match score
25247,HONDA,CR-V,,missing cleaned source data
110397,TOYOTA,CAMRY,V,low match score
86675,BMW,3 SERIES,320D,no candidate match
7445,BMW,5 SERIES,530I,no candidate match
54474,TOYOTA,VELLFIRE,V,low match score
54467,TOYOTA,VIOS,E,low match score
7491,BMW,X,X6,no candidate match
59933,TOYOTA,VIOS,J,low match score
7485,BMW,3 SERIES,330I,no candidate match
110411,TOYOTA,COROLLA ALTIS,V,low match score
100298,MERCEDES-BENZ,A-CLASS,A250,no candidate match
54563,TOYOTA,YARIS,E,low match score
54559,TOYOTA,COROLLA ALTIS,V,low match score
54662,TOYOTA,VELLFIRE,,missing cleaned source data
54659,TOYOTA,INNOVA,G,low match score
54655,TOYOTA,VIOS,E,low match score
54741,TOYOTA,COROLLA ALTIS,G,low match score
53827,TOYOTA,VIOS,G,low match score
52467,TOYOTA,VIOS,G,low match score
102579,PERODUA,ATIVA,H,low match score
7502,BMW,5 SERIES,530I,no candidate match
6266,BMW,3 SERIES,318I,no candidate match
26366,HONDA,CIVIC,EK,low match score
54796,TOYOTA,CAMRY,G,low match score
6308,BMW,X,X4,no candidate match
54803,TOYOTA,VIOS,E,low match score
6335,BMW,1 SERIES,118I,no candidate match
54828,TOYOTA,SIENTA,V,low match score
38123,MERCEDES-BENZ,GLC-CLASS,GLC300,no candidate match
102305,PERODUA,MYVI,AV,low match score
6318,BMW,I,IX,no candidate match
54927,TOYOTA,COROLLA ALTIS,G,low match score
54919,TOYOTA,INNOVA,G,low match score
4722,BMW,3 SERIES,320I,no candidate match
9598,BMW,4 SERIES,430I,no candidate match
6337,BMW,X,X5,no candidate match
54963,TOYOTA,CAMRY,G X,low match score
6334,BMW,I,IX,no candidate match
54891,TOYOTA,INNOVA,X,low match score
7537,BMW,5 SERIES,530E,no candidate match
54929,TOYOTA,ALPHARD,,missing cleaned source data
6314,BMW,3 SERIES,328I,no candidate match
